,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,channel_name,channel_id,channel_description,message_id,from_id,via_bot_id,date,edit_date,text,forwards,fwd_from,replies,reply_to,media,views,id,cleaned_text,text_length,lang
19438,22978,22978,25652,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",4962,,,2021-01-07 23:26:04,2021-01-07 23:26:48,"Köln Domplatz

USER

09012021

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",23.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5456213749057827146, access_hash=-2063854858541688374, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x13ba\x9fW\xdb\xc8\xc7|(\x08y\xd7\x15\x01a\xb2}y\x963\x8b', date=datetime.datetime(2021, 1, 7, 16, 23, 56, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1e\xb6|\xe0\xc4\x83\x1e\xdfz\x1c\xcc\x83q1\xed\x1fZ\xa3\xa8\xceD\xed\tl.\x07\xe3\xd3\xda\xa0\x8e| P\xc4&y\x19\'\xfaP\xdd\x8c\xa3\x0b\x9a6\xf2M*\x1d\xa5\x0e8\xf9\xb3Vc\x12s\xe6m\xf6\xdbYp]\xacR\x12\x80\x0c\xf6\xe6\xaf\xc5{\x0b)\xf3$@}9\xfe\xb4+\xb1\xca)\x197\xce%\xbbg\x04\x11\x9cu\x14\xd4\t\xb4r\xa3\xf1\xcdU\x07\x00s\xda\x9d\xbf\x81\xc6H\x14\x9al\xd5hM""\xe3\xe6\x18#\xb78\xa8e\x0c\x08\xc9\xceG\x14\x8c[\xa1\xefC\x92B\xe4\x8e\x06\x06)\xab\xad\x04\xec\xf5\x1d\x95\xcf#?\x8d?1z\x1a(\xad\x1a\xd7rC\xf7X\xe8\x7f:\x8c\xe3<\x0c\n(\xa5\x10g'), PhotoSize(type='m', w=240, h=320, size=28812), PhotoSize(type='x', w=599, h=800, size=116541), PhotoSize(type='y', w=959, h=1280, size=200478)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",5710.0,Demotermine125028861049622021-01-07 23:26:48,Köln Domplatz USER 09012021 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,157,de
16733,19571,19571,21773,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",25839,,,2021-11-09 19:20:39,2021-11-09 19:20:48,"🇺🇸 LAS VEGAS RISING UP AGAINST VACCINE MANDATES 

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",7.0,,"MessageReplies(replies=0, replies_pts=290292, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5211042253543314364, access_hash=2196802860029411287, file_reference=b'\x02J\x85\xe3\xe2\x00\x00d\xefa\x9fW\x118\x03\xcc\x1f""\xf4\xc7\xfe\xfbT\x8b\xa6\xf6t\xcc6', date=datetime.datetime(2021, 11, 8, 22, 56, 19, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=1424773, dc_id=2, attributes=[DocumentAttributeVideo(duration=14, w=478, h=848, round_message=False, supports_streaming=True)], thumbs=[PhotoStrippedSize(type='i', bytes=b""\x01(\x16\x8a\xe0y\x92\x83\x90\x015\x15\xc5\xb9\x8c\x91\x9c\x8fQO'q\\\x00\x08\xcf\x1dsL\xdcKch\xfci4\xeeU\xca\xa7\x19\xa2\x9e\xe0\x13\x9d\xa4\x1c\xd1N\xc2\xb9s\xce\x8d\t\xe0\xee\xec})\xcbp\xa5\x00p\xa7w9\xc7Z\xab,D.\xe1\xc7\xb5F\x1f\xe4 \xfdkDId\xc8\xac?y\xc6NG\x1cQP$\xc4&\x07L\xf44R\xb8\xc6\xac\xacX\x069\x14\x8e;\xe6\x8a)\x92 \xe9\x8cw\xa2\x8a)\x0c""), PhotoSize(type='m', w=180, h=320, size=12892)], video_thumbs=[]), ttl_seconds=None)",2825.0,Demotermine1250288610258392021-11-09 19:20:48,🇺 🇸 LAS VEGAS RISING UP AGAINST VACCINE MANDATES Raus auf die Straßen USER 👉 Übersicht / Overview 👈,100,de
5375,6332,6332,7344,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",21885,,,2021-10-17 07:04:07,2021-10-17 07:04:08,"Jou, läuft😀👍👍
Das gibt Hoffnung 👍👍

Für mehr positive Berichte folgen auf...
USER

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",21.0,,"MessageReplies(replies=5, replies_pts=290292, comments=True, recent_repliers=[PeerUser(user_id=1160722364), PeerUser(user_id=1242269380), PeerUser(user_id=1569681260)], channel_id=1390786296, max_id=126126, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5429411873230534997, access_hash=-1100855104889417690, file_reference=b""\x02J\x85\xe3\xe2\x00\x00U}a\x9fW8x\xd4't\x90S\x16LCl\xbf\x85\xa8\xf1/'"", date=datetime.datetime(2021, 10, 16, 18, 48, 6, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01(\x1a\xd3U!\x9fs\xb9\xc9\xe3\xda\x9f\xf2\x8e\xe7\xf5\xa8\xce\t'\x1dh#\xda\x80&\x04\x1e\x94\xb5\x08\x00s\x83\xc58\xca\x01\xa0\x08VX\x98\xfc\xb8\xfc\x8d?\x03\xdb\x9a\xcf\x0e\x16.\\)\xf44\x0b\xc5E+\xe6g\x8e\xa2\xa3\x99\x97\xcbr\xf1x\xd4\xfc\xc4~\x034}\xa6\x0fS\xf9\x1a\xa2\x92\xa1$y\x99\xef\xefM\xdc\xf4)\r\xc6\xc2\xf9\xb3\xf4\xf2e\x00\x7f\xb0NjO6N\xd1\xbf\xfd\xfb4QN\xc1q\xaf,\xc0e#\x93\xe9\xe5\x9a\x8b\xcd\xb9?\xf2\xc2O\xfb\xe6\x8a(\xb0\xae\x7f""), PhotoSize(type='m', w=211, h=320, size=30002), PhotoSize(type='x', w=527, h=800, size=131742), PhotoSize(type='y', w=844, h=1280, size=224873)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1593.0,Demotermine1250288610218852021-10-17 07:04:08,"Jou , läuft 😀 👍 👍 Das gibt Hoffnung 👍 👍 Für mehr positive Berichte folgen auf ... USER Raus auf die Straßen USER 👉 Übersicht / Overview 👈",133,de
5669,6764,6764,7827,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",21385,,,2021-10-14 11:50:13,2021-10-14 11:49:36,"LIVE  Schüsse in Beirut-Demo nach Haftbefehl gegen Ex-Finanzminister in Hafenuntersuchung Bericht… — SchwarzRotGold TV
URL 2:10:29

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",2.0,,"MessageReplies(replies=0, replies_pts=290293, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5999937590616239320, access_hash=-7331076817205567138, file_reference=b'\x02J\x85\xe3\xe2\x00\x00S\x89a\x9fW=7\xfb\x8e\xe6\xb8\x0eQ\xdb\x7f\xb4\x9a\xab\x9f\xec\xba?', date=datetime.datetime(2021, 10, 14, 11, 50, 6, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x17(|o\xb1I\x9d\x08\xe9\x8f\x96\x9d%\xd4\x01\\\x00\xbc\x8c/\x14\xf7\xb17\x01I\x9c\x1c\x0e\xc0Ui,Qwn\x95\xfeO\xf6E 2\xa69\x90\x9a\xb7\x05\xa5\xbc\xb0\xab<\xa49\xed\x91O\xfb\x14g{\x97b\x07\xae)\xd1\xd8B\xf2*\x96n~\x94\xc0\xcf\x99BJ\xca\xa7 \x1e\r\x15f\xf2\xda8Y\xc2\xb18\xc6:Q@\x17R\xfe\xda5\xda\xa1q\xfe\xd6s\xfc\xa9F\xa3m\x82>Q\xf8\x1f\xf0\xa2\x8a\x00\xa9$\xf1\xbb\xb9G\xda\x9d@\xe7\xd0Q\xf6\xa5\xe0\x86\xa2\x8a\x00\x82f\xdc\xa4\xee\x194QE\x00\x7f'), PhotoSize(type='m', w=320, h=180, size=17278), PhotoSize(type='x', w=800, h=450, size=70634), PhotoSize(type='y', w=1280, h=720, size=107713)], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1824.0,Demotermine1250288610213852021-10-14 11:49:36,LIVE Schüsse in Beirut-Demo nach Haftbefehl gegen Ex-Finanzminister in Hafenuntersuchung Bericht ... — SchwarzRotGold TV URL 2:10:29 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,182,de
8588,10361,10361,11778,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",17018,,,2021-09-03 00:34:54,2021-09-03 00:34:40,"TRUCKERS IN BRAZIL SHOW SOLIDARITY WITH AUSTRALIAN TRUCKER PATRIOTS STANDING FREEDOM. 🇦🇺

Raus auf die Straßen USER",9.0,,"MessageReplies(replies=5, replies_pts=290293, comments=True, recent_repliers=[PeerUser(user_id=1606058291), PeerUser(user_id=1255442004), PeerUser(user_id=1886294064)], channel_id=1390786296, max_id=111072, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5875113127435045703, access_hash=-7309852717249572847, file_reference=b'\x02J\x85\xe3\xe2\x00\x00Bza\x9fWh\x98s\x1f\x19\xeal\x93|r1\xb6\xec\x1c\xfe\xc0\xd3', date=datetime.datetime(2021, 9, 2, 8, 38, 42, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=2788896, dc_id=4, attributes=[DocumentAttributeVideo(duration=30, w=640, h=352, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='IMG_3942.MP4')], thumbs=[PhotoStrippedSize(type='i', bytes=b""\x01\x16(\xcef9\xa8\xc9>\xb5~K?\x94\x11\x9c\x9aj@\xa9\xc3\xc7\xbb\xde\x93\x1aFy'\xd6\x8c\x9fSW\x19\x00\xc9\x11\xe3\xf0\xa5\x9e(\xccJc\xfb\xd8\xe5v\xf3E\xc6\xe3a\x96\x97f\xdc2\xe3;\x8f\xa6h\xa8\xe1\x8c\x19>v\xda=q\x9a)\xdc\x87\x14lu\x02\x98\xd9\x07\xaeh\xa2\x91C\x01\xdcq\x81J\x01#\x8a(\xa0\x00\x86\x039\xfdh\xa2\x8a\x04\xcf""), PhotoSize(type='m', w=320, h=176, size=11041)], video_thumbs=[]), ttl_seconds=None)",2243.0,Demotermine1250288610170182021-09-03 00:34:40,TRUCKERS IN BRAZIL SHOW SOLIDARITY WITH AUSTRALIAN TRUCKER PATRIOTS STANDING FREEDOM . 🇦 🇺 Raus auf die Straßen USER,115,de
23166,26752,26752,30235,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",6057,,,2021-02-08 08:37:42,2021-02-08 08:41:00,"Gera Markt

USER

USER

13022021 - 20022021 - 27022021

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",6.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5262577682548371556, access_hash=6854501355625921823, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x17\xa9a\x9fW\xd1\xbb\xd2l\xbc\xbff\xc6""#~\x8f\xdd\\dC&', date=datetime.datetime(2021, 2, 7, 23, 21, 48, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01(!\xd5v`\xd8\x00b\x967'\xef\x00(}\xb9\xf9\x81\xcf\xe3J\xaa\xb8\xc8\x1f\x9d\x00)\xce8\xebH7w\xc5V7L7\x10\x01\x03=*Q0\xc6[\xe5\x1e\xf4\xf9X\xaeME\x14R\x18\xc6+\x9eN?\x1cR\xef_\xef\x0f\xce\x91\x88\x07\x91\xdb\xd6\x94:\xe3\x92\x05\x00g\xbd\xbc\xc4\xb7\xef#\x19'\xbfj\x8d\xac&b\x981\x90\xbf\xed{\xd6\xa8 \x8c\x8eE-\x00\x14QE\x005\x97q\xce\xe6\x1fC@@\x07V?\x8d\x14P\x02\xed\x1e\xa7\xf34\x00\x07\xaf\xe7E\x14\x00\xb4QE\x00\x7f""), PhotoSize(type='m', w=263, h=320, size=16467), PhotoSize(type='x', w=556, h=676, size=43960)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",4412.0,Demotermine125028861060572021-02-08 08:41:00,Gera Markt USER USER 13022021 - 20022021 - 27022021 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,182,de
15824,18326,18326,20393,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",6867,,,2021-02-26 18:09:38,2021-02-26 19:39:54,"Murrhardt Demo und Discoumzug
vor dem Rathaus

•♥•♥•♥ maskenlos ♥•♥•♥•

USER

USER

27022021

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",8.0,,"MessageReplies(replies=5, replies_pts=290300, comments=True, recent_repliers=[PeerUser(user_id=1013383748), PeerUser(user_id=700514249), PeerUser(user_id=664255896)], channel_id=1390786296, max_id=59011, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5319165367026823117, access_hash=3645576892472148140, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x1a\xd3a\x9fW\xc9\x07\x9d\xa8R\xaf&\xd9u\xc0\xff\xaby\x80g\x83\x89', date=datetime.datetime(2021, 2, 26, 18, 9, 38, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1c\x82\x17>hRO~3\xc5X\xe7\xd4\xd5`\x8a\x0eIV\xfci\xe0G\xd7\xe4 {\xd5X\xab\x16""\x00\xbf\xcf\x9c~U\x05\xc4P\x99r_i\xc7 \x8c\xd4l\x8a\xc4\x80\xc8\x01\'\x9c\xf6\xaa\xcc\xa1q\xf3)\xc8\xcd14I\xbc\xed\xe9\xc0\xf6\xa9\x94\x0er\x9d~\x94\xc8b\x90\xa6C\xaa\x83\xcf=\xe9\xc5\x9e\'P\xc1NO\xde\xeci\'\xad\x8a\xb3\xdcc\xa68\xc7\'\xa5Bq\x9a\xb3\'\x98H \x81\x8a\xa6\xf9\xdcy\xcf\xbej\xc4iA\x89#\x05O@\x01\x18\xf6\xa8.\xc8\xe2=\xc3vr}\xa8\xa2\xb1J\xd25\x94\x9f \xcd\x88c\xc1\x91sU\x9b\xe5$p~\x86\x8a+C\x16\xcf'), PhotoSize(type='m', w=224, h=320, size=29841), PhotoSize(type='x', w=561, h=800, size=120976), PhotoSizeProgressive(type='y', w=870, h=1240, sizes=[18693, 54112, 96085, 147422, 196644])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",6406.0,Demotermine125028861068672021-02-26 19:39:54,Murrhardt Demo und Discoumzug vor dem Rathaus • ♥ • ♥ • ♥ maskenlos ♥ • ♥ • ♥ • USER USER 27022021 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,220,de
2852,3266,3266,3753,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",30024,,,2021-12-04 15:26:39,2021-12-04 15:26:42,"Manifestazione No Green Pass a Bologna - 4 Dicembre 2021 ore 16:15

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",51.0,,"MessageReplies(replies=0, replies_pts=329064, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5864092434627038268, access_hash=-8614243471699898003, file_reference=b'\x02J\x85\xe3\xe2\x00\x00uHa\xbe\xefe\n\xd8\xb4{]\xe6\x82\xc0\x84L\xdf\x1a\x1d\x0b\x8b1', date=datetime.datetime(2021, 12, 4, 15, 23, 56, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=9977040, dc_id=4, attributes=[DocumentAttributeVideo(duration=31, w=1280, h=720, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='IMG_7733.MP4')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x16(\x97O\x07\xec\x83\x9e2j\xc75R\xda\xea(\xe0T,2;T\xe1\xf7\xa9\xc3\x11\x9c\xf2)\x88\x92\x83Q\xe5@@\xd2\x1c\xaf|\xf5\xa9$\xb8\x824\xdc\xc7\xe8\x07Z.\x03I4Ve\xd5\xec\x92\x7f\xab\x05\x17\xd0u\xa2\x80+w\xc5X\x880m\xc1\xcf\x18\xe0{\xd1E""\x82i\x1d\\\x07l\xfab\xa22\x8e\xeb\x9f\xc6\x8a(\x10\x85\xe3<l\xfdh\xa2\x8a@\x7f'), PhotoSize(type='m', w=320, h=180, size=12737)], video_thumbs=[]), ttl_seconds=None)",10538.0,Demotermine1250288610300242021-12-04 15:26:42,Manifestazione No Green Pass a Bologna - 4 Dicembre 2021 ore 16:15 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,118,de
1080,1235,1235,1455,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",32495,,,2021-12-19 08:07:33,2021-12-19 08:08:29,"#Wiernsheim Rathaus jeden Montag 18 Uhr

#BW #Mo2012 #Mo2712 #montags

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",0.0,,"MessageReplies(replies=0, replies_pts=329064, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5330403363705173480, access_hash=-2051464950645737989, file_reference=b'\x02J\x85\xe3\xe2\x00\x00~\xefa\xbe\xefMD~\r?2\xd6ZS#\xdf\x0bR|\xa2)\xab', date=datetime.datetime(2021, 12, 19, 8, 7, 33, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x1b(\x7f\x9e\xc4\x8d\xc8\x8d\x8fQQ:\x87r\xc1B\x83\xda\xa5eU=y\xf4\xa8dV'\xb8\x15\xab\x94V\xc72\x8c\xe5\xb9\x10p\x18\xe7\xa0\xef\x8e\x95 +'\xdd\xff\x00\xebS\xc6\xc4\r\x1f\x03\x9e\x05>$\x0b\x01\x04\x06 pG\xaej9\xd9\xb3\xa4\x9a\x1d\t\x92%\xe3&\x8aX\xe50\xae\x1cn\xe4\xd1C\x92bPh\xac\xd7\x006\xe6\x04\x92j9n\x838\xea\x08\xcf\xf2\xa3$\x8e\xb5]\xd8\x890?\x95I\xa1+\\\xa6\xc4\x03$\xa9\xa5\x8e\xf0G\x18DRH?\xa6i6\x822@\xfc\xa9\x0f\x03\x8e(\x02_=\x9e^\x8c\x13\xd4\xd1Qf\x8a\x05s""), PhotoSize(type='m', w=320, h=213, size=23659), PhotoSize(type='x', w=800, h=533, size=113118), PhotoSizeProgressive(type='y', w=1280, h=853, sizes=[18767, 54504, 93649, 165917, 227637])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1566.0,Demotermine1250288610324952021-12-19 08:08:29,# Wiernsheim Rathaus jeden Montag 18 Uhr # BW # Mo2012 # Mo2712 # montags Raus auf die Straßen USER 👉 Übersicht / Overview 👈,121,de
3299,3816,3816,4412,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",29275,,,2021-12-01 18:58:13,2021-12-01 18:58:16,"🌈 Sendet eure Impressionen von Generalstreik oder gegen Spaltung an USER (anonymität garantiert)

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",0.0,,"MessageReplies(replies=0, replies_pts=329064, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5278278931931314287, access_hash=-3371525341194552560, file_reference=b'\x02J\x85\xe3\xe2\x00\x00r[a\xbe\xefl\xc9AS\x9b`\x8c\x02/\x15amw\x97\x06*@', date=datetime.datetime(2021, 12, 1, 17, 17, 15, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01%(\x85.&f\x03y\xe6\x94]\xb8\xfe3\xf9T\x961\xa9\x05\x88\x04\xe6\xa7kXI\xfb\x98\xa0l\x80]I\xb3vA\x19\xc6H\xa5[\xd6\x04\xfd\xd3\x9fsR\x1bT\xf2\xf6g\x0b\x9c\xd3\x16\xc9\x03\x03\xbb\xa5\x02\x1f\xf6\xfd\xa7\x0e\xa4\x1fbh\xa8/""T\xdaFy\xa2\x82\x92L\x96\xc4\x1f$\xfb\x9a\xb5\x8c\n\xabn\xeb\x14A_\x83R\xf9\xe9\xfd\xf1A,\x92\x8e)\x9ejvq\xf9\xd2y\x8b\xfd\xf5\xfc\xe8\x02\xb5\xf1\xc8^1\x8a)n\xc8\x91W\x04\x1czQAkb\xcb\xa2\xb7\xde\x00\xd4K\x12\x12~QE\x14\x88\x17\xc8\x8f\xfb\xb4\x9eBz~\xb4Q@\x0fH\xd5z\n(\xa2\x98\x1f'), PhotoSize(type='m', w=320, h=300, size=20382), PhotoSize(type='x', w=800, h=749, size=88258), PhotoSizeProgressive(type='y', w=960, h=899, sizes=[11943, 27118, 39462, 75545, 108929])], dc_id=2, has_stickers=True, video_sizes=[]), ttl_seconds=None)",4022.0,Demotermine1250288610292752021-12-01 18:58:16,🌈 Sendet eure Impressionen von Generalstreik oder gegen Spaltung an USER ( anonymität garantiert ) Raus auf die Straßen USER 👉 Übersicht / Overview 👈,148,de
8705,10505,10505,11932,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",16850,,,2021-09-02 00:49:18,2021-09-02 00:49:54,"FREIHEIT
MARSCH!
#ERFURT Landeshauptstadt #TH

#KeinImpfzwang
#KinderSchutz

Durch die Innenstadt, zu den MEDIENHÄUSERN 🏢📷🏢

04.09.2021
14 Uhr | Thüringer Landtag
Jürgen-Fuchs-Straße 1 | 99096 Erfurt

Mehr zum regelmäßigen Protest in Erfurt 
👉🏻 URL_PROTEST

Übersicht
URL

USER
04092021

Raus auf die Straßen USER",2.0,,"MessageReplies(replies=0, replies_pts=290293, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5294057473545712699, access_hash=-8776114016734945203, file_reference=b'\x02J\x85\xe3\xe2\x00\x00A\xd2a\x9fWi\xb9\xe3\x89\x18\x12\xb9}2$#\xb7\xee\x89\r\x83\x90', date=datetime.datetime(2021, 9, 1, 16, 47, 53, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1c\xbf\xb7\xda\x97\xf0\xa4I\x16L\xecl\xe2\x9f\xcd\x17\x15\x86c9\xe2\x90\xa5I\xcd.(\xb8\xaceA6\xc2\x18\x1eGQZ\x02N3\x81\xfa\xd6@F\xedW\xa13*`\x1c\x8al.Z\xf3UA-\x80*\x16\xbc\x01\xb8\x1cUY\xbc\xc2\xd9?\xa9\xa8Hj,.bh\x98t\xda\x0f\xbd\\\xf3\x14(\x01h\xa2\x86(\xe82FF\xcf\xcb\x83\xeb\x8a\xaa\xe7\r\xc8\xfc\xa8\xa2\x9a\x13\xd4'), PhotoSize(type='m', w=226, h=320, size=18106), PhotoSizeProgressive(type='x', w=483, h=685, sizes=[4124, 5851, 27570, 40412, 52710])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1222.0,Demotermine1250288610168502021-09-02 00:49:54,"FREIHEIT MARSCH ! # ERFURT Landeshauptstadt # TH # KeinImpfzwang # KinderSchutz Durch die Innenstadt , zu den MEDIENHÄUSERN 🏢 📷 🏢 04.09.2021 14 Uhr | Thüringer Landtag Jürgen-Fuchs-Straße 1 | 99096 Erfurt Mehr zum regelmäßigen Protest in Erfurt 👉 🏻 URL_PROTEST Übersicht URL USER 04092021 Raus auf die Straßen USER",313,de
