,Unnamed: 0,id,message_id,date,cleaned_text,detected_entities
830,290,Demotermine1250288610266712021-11-14 21:15:59,26671,2021-11-14 21:15:56,"Der Lockdown für Ungeimpfte ist in Österreich ab Montag , 15.11.21 offiziell beschlossen . https://youtu.be/UuuzzPkwcNc @Corona_Reset","[{'entity': 'B-LOC', 'score': 0.9931009, 'index': 10, 'word': '▁Österreich', 'start': 35, 'end': 45}, {'entity': 'B-DATE', 'score': 0.98338705, 'index': 12, 'word': '▁Montag', 'start': 49, 'end': 55}, {'entity': 'I-DATE', 'score': 0.9654254, 'index': 13, 'word': '▁', 'start': 56, 'end': 57}, {'entity': 'I-DATE', 'score': 0.9612102, 'index': 14, 'word': ',', 'start': 56, 'end': 57}, {'entity': 'I-DATE', 'score': 0.9631136, 'index': 15, 'word': '▁15', 'start': 58, 'end': 60}, {'entity': 'I-DATE', 'score': 0.9634716, 'index': 16, 'word': '.11.', 'start': 60, 'end': 64}, {'entity': 'I-DATE', 'score': 0.96303314, 'index': 17, 'word': '21', 'start': 64, 'end': 66}]"
831,291,Demotermine1250288610318662021-12-15 12:38:48,31866,2021-12-15 12:37:54,"‼️ VERNUNFT STATT MAßNAHMENWAHN ! ‼️ ‼️ SCHLUSS MIT DER SPALTUNG ! ‼️ Versammlung mit Aufzug in Mönchengladbach-Rheydt Datum : 19.12.2021 Uhrzeit : 15:00 bis 18:00 Uhr AUFTAKTKUNDGEBUNG : Marktplatz Rheydt 🔸 🔸 🔸 🔸 🔸 🔸 🔸 🔸 🔸 🔸 🔸 Das Motto unserer Versammlung lautet : ☀ ️ VERNUNFT STATT MAßNAHMENWAHN Wir sind … 🔴 … für die sofortige Wiederherstellung unserer Grundrechte ! 🔴 … für die sofortige Beendigung aller Corona-Maßnahmen! 🔴 … für eine freie Impfentscheidung ohne Zwang ! Wir demonstrieren seit Anfang des Jahres friedlich und lautstark dafür , dass die Corona-Willkürmaßnahmen unserer Regierung ein Ende finden . 👉 🏼 Mönchengladbacher Arbeitnehmer , Einzelhändler , Erzieher , Gastronomen , Lehrer , Pflegekräfte , Therapeuten und alle , die unter dem Maßnahmenwahn der letzten Monate zu leiden haben : Schließt Euch uns an ! ❤ ️ Bringt thematisch passende Banner , Fahnen und Schilder mit . Über Trillerpfeifen , Trommeln , Trompeten und Megafone freuen wir uns . 🥁 🎺 📣 #NW #So1912 #Mönchengladbach @Demotermine! 👉 Übersicht / Overview 👈","[{'entity': 'B-ACTION', 'score': 0.917786, 'index': 32, 'word': '▁Ver', 'start': 70, 'end': 73}, {'entity': 'B-ACTION', 'score': 0.7818723, 'index': 33, 'word': 'sammlung', 'start': 73, 'end': 81}, {'entity': 'B-ACTION', 'score': 0.9215759, 'index': 35, 'word': '▁Auf', 'start': 86, 'end': 89}, {'entity': 'B-ACTION', 'score': 0.7898648, 'index': 36, 'word': 'zug', 'start': 89, 'end': 92}, {'entity': 'B-LOC', 'score': 0.9860935, 'index': 38, 'word': '▁Mö', 'start': 96, 'end': 98}, {'entity': 'B-LOC', 'score': 0.900371, 'index': 39, 'word': 'n', 'start': 98, 'end': 99}, {'entity': 'I-LOC', 'score': 0.81232107, 'index': 40, 'word': 'chen', 'start': 99, 'end': 103}, {'entity': 'I-LOC', 'score': 0.8416742, 'index': 41, 'word': 'glad', 'start': 103, 'end': 107}, {'entity': 'I-LOC', 'score': 0.9299991, 'index': 42, 'word': 'bach', 'start': 107, 'end': 111}, {'entity': 'I-LOC', 'score': 0.676927, 'index': 43, 'word': '-', 'start': 111, 'end': 112}, {'entity': 'B-LOC', 'score': 0.66469926, 'index': 44, 'word': 'R', 'start': 112, 'end': 113}, {'entity': 'I-LOC', 'score': 0.5246984, 'index': 45, 'word': 'hey', 'start': 113, 'end': 116}, {'entity': 'I-LOC', 'score': 0.77866983, 'index': 46, 'word': 'dt', 'start': 116, 'end': 118}, {'entity': 'B-DATE', 'score': 0.9690522, 'index': 49, 'word': '▁19', 'start': 127, 'end': 129}, {'entity': 'I-DATE', 'score': 0.9285765, 'index': 50, 'word': '.12.', 'start': 129, 'end': 133}, {'entity': 'I-DATE', 'score': 0.9241907, 'index': 51, 'word': '2021', 'start': 133, 'end': 137}, {'entity': 'B-TIME', 'score': 0.9332391, 'index': 55, 'word': '▁15:00', 'start': 148, 'end': 153}, {'entity': 'I-TIME', 'score': 0.91071105, 'index': 56, 'word': '▁bis', 'start': 154, 'end': 157}, {'entity': 'I-TIME', 'score': 0.91409355, 'index': 57, 'word': '▁18:00', 'start': 158, 'end': 163}, {'entity': 'I-TIME', 'score': 0.9366364, 'index': 58, 'word': '▁Uhr', 'start': 164, 'end': 167}, {'entity': 'B-ACTION', 'score': 0.7477106, 'index': 59, 'word': '▁A', 'start': 168, 'end': 169}, {'entity': 'B-ACTION', 'score': 0.7732852, 'index': 60, 'word': 'UF', 'start': 169, 'end': 171}, {'entity': 'B-ACTION', 'score': 0.6771753, 'index': 61, 'word': 'TAK', 'start': 171, 'end': 174}, {'entity': 'B-ACTION', 'score': 0.5767582, 'index': 62, 'word': 'TK', 'start': 174, 'end': 176}, {'entity': 'B-ACTION', 'score': 0.6316073, 'index': 63, 'word': 'UND', 'start': 176, 'end': 179}, {'entity': 'B-ACTION', 'score': 0.47498423, 'index': 64, 'word': 'GE', 'start': 179, 'end': 181}, {'entity': 'B-LOC', 'score': 0.98468184, 'index': 68, 'word': '▁Markt', 'start': 188, 'end': 193}, {'entity': 'I-LOC', 'score': 0.6391272, 'index': 69, 'word': 'platz', 'start': 193, 'end': 198}, {'entity': 'I-LOC', 'score': 0.7479683, 'index': 70, 'word': '▁Rhe', 'start': 199, 'end': 202}, {'entity': 'I-LOC', 'score': 0.8515029, 'index': 71, 'word': 'yd', 'start': 202, 'end': 204}, {'entity': 'I-LOC', 'score': 0.9434202, 'index': 72, 'word': 't', 'start': 204, 'end': 205}, {'entity': 'B-LOC', 'score': 0.67408156, 'index': 204, 'word': '▁Mö', 'start': 625, 'end': 627}, {'entity': 'B-LOC', 'score': 0.6669263, 'index': 205, 'word': 'n', 'start': 627, 'end': 628}, {'entity': 'B-LOC', 'score': 0.42662048, 'index': 206, 'word': 'chen', 'start': 628, 'end': 632}, {'entity': 'I-LOC', 'score': 0.62310565, 'index': 207, 'word': 'glad', 'start': 632, 'end': 636}, {'entity': 'I-LOC', 'score': 0.64179933, 'index': 208, 'word': 'bach', 'start': 636, 'end': 640}, {'entity': 'B-LOC', 'score': 0.9818424, 'index': 311, 'word': '▁#', 'start': 979, 'end': 980}, {'entity': 'B-DATE', 'score': 0.9495099, 'index': 313, 'word': '▁#', 'start': 983, 'end': 984}, {'entity': 'I-DATE', 'score': 0.4782172, 'index': 314, 'word': 'So', 'start': 984, 'end': 986}, {'entity': 'I-DATE', 'score': 0.91224587, 'index': 315, 'word': '19', 'start': 986, 'end': 988}, {'entity': 'I-DATE', 'score': 0.88860595, 'index': 316, 'word': '12', 'start': 988, 'end': 990}, {'entity': 'B-LOC', 'score': 0.9937185, 'index': 317, 'word': '▁#', 'start': 991, 'end': 992}, {'entity': 'B-LOC', 'score': 0.9916048, 'index': 318, 'word': 'M', 'start': 992, 'end': 993}, {'entity': 'B-LOC', 'score': 0.84551984, 'index': 319, 'word': 'ön', 'start': 993, 'end': 995}, {'entity': 'I-LOC', 'score': 0.87543917, 'index': 320, 'word': 'chen', 'start': 995, 'end': 999}, {'entity': 'I-LOC', 'score': 0.8562626, 'index': 321, 'word': 'glad', 'start': 999, 'end': 1003}, {'entity': 'I-LOC', 'score': 0.9670875, 'index': 322, 'word': 'bach', 'start': 1003, 'end': 1007}]"
832,292,Demotermine1250288610131332021-07-28 23:24:47,13133,2021-07-28 23:24:46,"👩 ‍ 👦 ‍ 👦 🇫 🇷 Mütter im Kampf ❣ 👩 ‍ 👦 ‍ 👦 Diese Mutter warnt Macron : 👉 Er hat alle Mütter Frankreichs gegen ihn ! 👉 Unsere Kinder sind keine Versuchskaninchen , die ihn bereichern sollen ! 💪 Wir werden alle zusammen gegen diese Diktatur kämpfen ! 📛 📛 Das stimmt . Ein Autor ( ? ? ) schrieb : "" Echte Revolutionen starten wenn Mütter Angst um ihre Kinder haben "" Bleib up-to-date und aboniere ! @FranceResistanceNews Raus auf die Straße @Demotermine!","[{'entity': 'B-PER', 'score': 0.97736925, 'index': 27, 'word': '▁Macron', 'start': 61, 'end': 67}, {'entity': 'B-LOC', 'score': 0.9123949, 'index': 36, 'word': '▁Frankreich', 'start': 91, 'end': 101}]"
833,293,Demotermine1250288610313002021-12-11 23:00:21,31300,2021-12-11 22:59:44,Wir werden auf der nächsten Demo unseren Spaziergang zum Dom machen und am Bahnhofsvorplatz enden . Schön mit dem Dom im Rücken . ❤ ️ #NW #Sa2512 #Köln Raus auf die Straßen @Demotermine! 👉 Übersicht / Overview 👈,"[{'entity': 'B-ACTION', 'score': 0.9560051, 'index': 6, 'word': '▁Demo', 'start': 28, 'end': 32}, {'entity': 'B-ACTION', 'score': 0.94369483, 'index': 8, 'word': '▁Spa', 'start': 41, 'end': 44}, {'entity': 'B-ACTION', 'score': 0.9085944, 'index': 9, 'word': 'zier', 'start': 44, 'end': 48}, {'entity': 'B-LOC', 'score': 0.5497811, 'index': 12, 'word': '▁Dom', 'start': 57, 'end': 60}, {'entity': 'B-LOC', 'score': 0.9734076, 'index': 16, 'word': '▁Bahnhof', 'start': 75, 'end': 82}, {'entity': 'I-LOC', 'score': 0.8024584, 'index': 17, 'word': 's', 'start': 82, 'end': 83}, {'entity': 'I-LOC', 'score': 0.88299567, 'index': 18, 'word': 'vor', 'start': 83, 'end': 86}, {'entity': 'I-LOC', 'score': 0.95432615, 'index': 19, 'word': 'platz', 'start': 86, 'end': 91}, {'entity': 'B-LOC', 'score': 0.5655225, 'index': 27, 'word': '▁Dom', 'start': 114, 'end': 117}, {'entity': 'B-LOC', 'score': 0.9905906, 'index': 35, 'word': '▁#', 'start': 134, 'end': 135}, {'entity': 'I-LOC', 'score': 0.5240358, 'index': 36, 'word': 'NW', 'start': 135, 'end': 137}, {'entity': 'B-DATE', 'score': 0.94453424, 'index': 37, 'word': '▁#', 'start': 138, 'end': 139}, {'entity': 'I-DATE', 'score': 0.6554321, 'index': 38, 'word': 'Sa', 'start': 139, 'end': 141}, {'entity': 'I-DATE', 'score': 0.9179708, 'index': 39, 'word': '25', 'start': 141, 'end': 143}, {'entity': 'I-DATE', 'score': 0.9139028, 'index': 40, 'word': '12', 'start': 143, 'end': 145}, {'entity': 'B-LOC', 'score': 0.9924353, 'index': 41, 'word': '▁#', 'start': 146, 'end': 147}, {'entity': 'B-LOC', 'score': 0.98500985, 'index': 42, 'word': 'K', 'start': 147, 'end': 148}, {'entity': 'B-LOC', 'score': 0.9016089, 'index': 43, 'word': 'öl', 'start': 148, 'end': 150}, {'entity': 'I-LOC', 'score': 0.465332, 'index': 44, 'word': 'n', 'start': 150, 'end': 151}]"
834,294,Demotermine125028861085502021-04-02 09:35:11,8550,2021-04-02 09:33:52,Stuttgart Wilhelmsplatz @querdenken231 @BadenWuerttembergInfoChat 03042021 Raus auf die Straße @Demotermine!,"[{'entity': 'B-LOC', 'score': 0.99804294, 'index': 1, 'word': '▁Stuttgart', 'start': 0, 'end': 9}, {'entity': 'B-LOC', 'score': 0.993548, 'index': 2, 'word': '▁Wilhelm', 'start': 10, 'end': 17}, {'entity': 'B-LOC', 'score': 0.8119249, 'index': 3, 'word': 's', 'start': 17, 'end': 18}, {'entity': 'I-LOC', 'score': 0.8018477, 'index': 4, 'word': 'platz', 'start': 18, 'end': 23}, {'entity': 'B-ORG', 'score': 0.9549703, 'index': 6, 'word': 'quer', 'start': 25, 'end': 29}, {'entity': 'I-ORG', 'score': 0.95085895, 'index': 7, 'word': 'denken', 'start': 29, 'end': 35}, {'entity': 'I-ORG', 'score': 0.96176416, 'index': 8, 'word': '2', 'start': 35, 'end': 36}, {'entity': 'I-ORG', 'score': 0.8933928, 'index': 9, 'word': '31', 'start': 36, 'end': 38}, {'entity': 'B-LOC', 'score': 0.94435936, 'index': 11, 'word': 'Ba', 'start': 40, 'end': 42}, {'entity': 'I-LOC', 'score': 0.38236406, 'index': 12, 'word': 'den', 'start': 42, 'end': 45}, {'entity': 'I-LOC', 'score': 0.6658846, 'index': 13, 'word': 'W', 'start': 45, 'end': 46}, {'entity': 'I-LOC', 'score': 0.7227603, 'index': 14, 'word': 'uer', 'start': 46, 'end': 49}, {'entity': 'I-LOC', 'score': 0.51036656, 'index': 15, 'word': 'tte', 'start': 49, 'end': 52}, {'entity': 'B-DATE', 'score': 0.97254014, 'index': 19, 'word': '▁03', 'start': 66, 'end': 68}, {'entity': 'I-DATE', 'score': 0.80865973, 'index': 20, 'word': '04', 'start': 68, 'end': 70}, {'entity': 'I-DATE', 'score': 0.89794195, 'index': 21, 'word': '2021', 'start': 70, 'end': 74}]"
835,295,Demotermine1250288610192382021-09-25 08:34:59,19238,2021-09-25 08:35:14,Ein Weiter so zerstört die Existenz von Millionen — hessencam https://youtu.be/6OgWSNbD3yk 7:38 Raus auf die Straßen @Demotermine,"[{'entity': 'B-TIME', 'score': 0.91941226, 'index': 28, 'word': '▁7', 'start': 91, 'end': 92}, {'entity': 'I-TIME', 'score': 0.80256337, 'index': 29, 'word': ':38', 'start': 92, 'end': 95}]"
836,296,Demotermine1250288610145452021-08-20 11:25:30,14545,2021-08-20 07:31:20,📆 Autokorso 👉 🏻 mehr Infos dazu #Termin Essen Autokorso @NordrheinWestfalenInfoChat 22082021 Raus auf die Straße @Demotermine!,"[{'entity': 'B-ACTION', 'score': 0.9756227, 'index': 3, 'word': '▁Auto', 'start': 2, 'end': 6}, {'entity': 'B-ACTION', 'score': 0.91705334, 'index': 4, 'word': 'kor', 'start': 6, 'end': 9}, {'entity': 'B-ACTION', 'score': 0.8212258, 'index': 5, 'word': 'so', 'start': 9, 'end': 11}, {'entity': 'B-LOC', 'score': 0.9926596, 'index': 16, 'word': '▁Essen', 'start': 40, 'end': 45}, {'entity': 'B-ACTION', 'score': 0.97393227, 'index': 17, 'word': '▁Auto', 'start': 46, 'end': 50}, {'entity': 'B-ACTION', 'score': 0.912276, 'index': 18, 'word': 'kor', 'start': 50, 'end': 53}, {'entity': 'B-ACTION', 'score': 0.83168286, 'index': 19, 'word': 'so', 'start': 53, 'end': 55}, {'entity': 'B-LOC', 'score': 0.9861704, 'index': 21, 'word': 'Nord', 'start': 57, 'end': 61}, {'entity': 'I-LOC', 'score': 0.74164885, 'index': 22, 'word': 'r', 'start': 61, 'end': 62}, {'entity': 'I-LOC', 'score': 0.7160361, 'index': 23, 'word': 'he', 'start': 62, 'end': 64}, {'entity': 'I-LOC', 'score': 0.79553264, 'index': 24, 'word': 'in', 'start': 64, 'end': 66}, {'entity': 'B-LOC', 'score': 0.5883133, 'index': 25, 'word': 'Westfalen', 'start': 66, 'end': 75}, {'entity': 'B-ACTION', 'score': 0.91734, 'index': 26, 'word': 'Info', 'start': 75, 'end': 79}, {'entity': 'B-ACTION', 'score': 0.56543744, 'index': 27, 'word': 'Chat', 'start': 79, 'end': 83}, {'entity': 'B-DATE', 'score': 0.97241735, 'index': 28, 'word': '▁22', 'start': 84, 'end': 86}, {'entity': 'I-DATE', 'score': 0.8388661, 'index': 29, 'word': '08', 'start': 86, 'end': 88}, {'entity': 'I-DATE', 'score': 0.898175, 'index': 30, 'word': '2021', 'start': 88, 'end': 92}]"
837,297,Demotermine1250288610199602021-09-30 14:30:04,19960,2021-09-30 14:30:13,Interview with Julio Martinez Vietnam Veteran — The_Red_Sparrow https://youtu.be/gjSQI3NONzQ 10:59 Raus auf die Straßen @Demotermine! 👉 Übersicht / Overview 👈,"[{'entity': 'B-PER', 'score': 0.98609966, 'index': 3, 'word': '▁Julio', 'start': 15, 'end': 20}, {'entity': 'I-PER', 'score': 0.9783417, 'index': 4, 'word': '▁Martin', 'start': 21, 'end': 27}, {'entity': 'I-PER', 'score': 0.97297025, 'index': 5, 'word': 'ez', 'start': 27, 'end': 29}, {'entity': 'B-LOC', 'score': 0.96496093, 'index': 6, 'word': '▁Vietnam', 'start': 30, 'end': 37}, {'entity': 'B-TIME', 'score': 0.91929185, 'index': 29, 'word': '▁10', 'start': 93, 'end': 95}, {'entity': 'I-TIME', 'score': 0.77917635, 'index': 30, 'word': ':59', 'start': 95, 'end': 98}]"
838,298,Demotermine1250288610153752021-08-28 14:11:29,15375,2021-08-28 14:11:49,"Alt Moabit , Berlin Eine Frau wird brutal verhaftet , ohne jeglichen Grund . Bericht von Zeugen . Für mehr Infos folgen auf ... @dauerwelleDemoReport Wenn du meine Arbeit unterstützen möchtest , schau dich doch mal um bei www.derdemoshop.de @Polizeigewalt hat meistens Strafanzeigen , Bußgelder , Verletzungen und Vermögensschäden zur Folge . Bild- und Videobeweise daher sofort einsenden @Wir_holenUnsere_FREIHEIT_zurueck","[{'entity': 'B-LOC', 'score': 0.98450965, 'index': 1, 'word': '▁Alt', 'start': 0, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9816325, 'index': 2, 'word': '▁Mo', 'start': 4, 'end': 6}, {'entity': 'I-LOC', 'score': 0.97305965, 'index': 3, 'word': 'a', 'start': 6, 'end': 7}, {'entity': 'I-LOC', 'score': 0.9691637, 'index': 4, 'word': 'bit', 'start': 7, 'end': 10}, {'entity': 'B-LOC', 'score': 0.9967956, 'index': 7, 'word': '▁Berlin', 'start': 13, 'end': 19}]"
839,299,Demotermine1250288610210252021-10-11 19:34:39,21025,2021-10-11 19:35:23,"9.10.2021 Nürnberg , Maske und Abstände kein Problem , wenn die Polizei kommt , sag einfach "" SPD FOTO "" — MediaInformationCenter https://youtu.be/5848y4cBTOY 38:47 Raus auf die Straßen @Demotermine! 👉 Übersicht / Overview 👈","[{'entity': 'B-DATE', 'score': 0.9530703, 'index': 1, 'word': '▁9', 'start': 0, 'end': 1}, {'entity': 'I-DATE', 'score': 0.925839, 'index': 2, 'word': '.10.', 'start': 1, 'end': 5}, {'entity': 'I-DATE', 'score': 0.9151285, 'index': 3, 'word': '2021', 'start': 5, 'end': 9}, {'entity': 'B-LOC', 'score': 0.99407566, 'index': 4, 'word': '▁Nürnberg', 'start': 10, 'end': 18}, {'entity': 'B-ORG', 'score': 0.9489158, 'index': 25, 'word': '▁SPD', 'start': 94, 'end': 97}, {'entity': 'B-TIME', 'score': 0.88891894, 'index': 44, 'word': '▁38', 'start': 159, 'end': 161}, {'entity': 'I-TIME', 'score': 0.78555477, 'index': 45, 'word': ':47', 'start': 161, 'end': 164}]"
840,300,Demotermine1250288610171062021-09-04 20:37:53,17106,2021-09-04 20:35:10,"✅ BITTE FLYER TEILEN ! Ort geändert für den 3. Oktober 2021 , Halle statt Berlin , denn Merkel , Schäuble und Steinmeier sind in Halle ! Flyer bitte verteilen und an alle weitergeben ! https://www.zeit.de/news/2021-08/27/halle-feiert-tag-der-deutschen-einheit-merkel-haelt-festrede VERSTEHEN ! 🧠 & HANDELN ! 🤝 TEIL UNSERE BEITRÄGE ! FOLG UNSEREM KANAL https://t.me/VerstehenHandeln 03102021 @SachsenAnhaltInfoChat Raus auf die Straßen @Demotermine","[{'entity': 'B-DATE', 'score': 0.9707183, 'index': 15, 'word': '▁3.', 'start': 44, 'end': 46}, {'entity': 'I-DATE', 'score': 0.9125663, 'index': 16, 'word': '▁Oktober', 'start': 47, 'end': 54}, {'entity': 'I-DATE', 'score': 0.87502486, 'index': 17, 'word': '▁2021', 'start': 55, 'end': 59}, {'entity': 'B-LOC', 'score': 0.9933409, 'index': 20, 'word': '▁Halle', 'start': 62, 'end': 67}, {'entity': 'B-LOC', 'score': 0.99495924, 'index': 22, 'word': '▁Berlin', 'start': 74, 'end': 80}, {'entity': 'B-PER', 'score': 0.9837736, 'index': 26, 'word': '▁Merkel', 'start': 88, 'end': 94}, {'entity': 'B-PER', 'score': 0.9854343, 'index': 29, 'word': '▁Schä', 'start': 97, 'end': 101}, {'entity': 'B-PER', 'score': 0.86766064, 'index': 30, 'word': 'u', 'start': 101, 'end': 102}, {'entity': 'I-PER', 'score': 0.6292071, 'index': 31, 'word': 'ble', 'start': 102, 'end': 105}, {'entity': 'B-PER', 'score': 0.9877201, 'index': 33, 'word': '▁Stein', 'start': 110, 'end': 115}, {'entity': 'B-PER', 'score': 0.9494308, 'index': 34, 'word': 'me', 'start': 115, 'end': 117}, {'entity': 'B-PER', 'score': 0.5964111, 'index': 35, 'word': 'ier', 'start': 117, 'end': 120}, {'entity': 'B-LOC', 'score': 0.98402804, 'index': 38, 'word': '▁Halle', 'start': 129, 'end': 134}, {'entity': 'B-ORG', 'score': 0.6064504, 'index': 54, 'word': '.', 'start': 196, 'end': 197}, {'entity': 'B-ORG', 'score': 0.7343229, 'index': 55, 'word': 'zeit', 'start': 197, 'end': 201}, {'entity': 'I-ORG', 'score': 0.6097043, 'index': 56, 'word': '.', 'start': 201, 'end': 202}, {'entity': 'B-DATE', 'score': 0.9313023, 'index': 61, 'word': '2021', 'start': 210, 'end': 214}, {'entity': 'I-DATE', 'score': 0.8597292, 'index': 62, 'word': '-08', 'start': 214, 'end': 217}, {'entity': 'I-DATE', 'score': 0.86515987, 'index': 63, 'word': '/', 'start': 217, 'end': 218}, {'entity': 'I-DATE', 'score': 0.79888827, 'index': 64, 'word': '27', 'start': 218, 'end': 220}, {'entity': 'B-LOC', 'score': 0.86557484, 'index': 66, 'word': 'halle', 'start': 221, 'end': 226}, {'entity': 'B-DATE', 'score': 0.9579422, 'index': 130, 'word': '▁03', 'start': 382, 'end': 384}, {'entity': 'I-DATE', 'score': 0.86664426, 'index': 131, 'word': '10', 'start': 384, 'end': 386}, {'entity': 'I-DATE', 'score': 0.9009335, 'index': 132, 'word': '2021', 'start': 386, 'end': 390}, {'entity': 'B-LOC', 'score': 0.5836914, 'index': 134, 'word': 'S', 'start': 392, 'end': 393}, {'entity': 'B-LOC', 'score': 0.61328727, 'index': 135, 'word': 'ach', 'start': 393, 'end': 396}]"
841,301,Demotermine1250288610233692021-10-26 09:47:32,23369,2021-10-26 09:47:57,#Leserzuschrift #BRV2510 #Lichterspaziergang @CUXHAVEN_PROTEST Raus auf die Straßen @Demotermine! 👉 Übersicht / Overview 👈,"[{'entity': 'B-DATE', 'score': 0.91733146, 'index': 6, 'word': '▁#', 'start': 16, 'end': 17}, {'entity': 'I-DATE', 'score': 0.42743093, 'index': 7, 'word': 'BR', 'start': 17, 'end': 19}, {'entity': 'I-DATE', 'score': 0.73013926, 'index': 8, 'word': 'V', 'start': 19, 'end': 20}, {'entity': 'I-DATE', 'score': 0.7282862, 'index': 9, 'word': '25', 'start': 20, 'end': 22}, {'entity': 'I-DATE', 'score': 0.8343921, 'index': 10, 'word': '10', 'start': 22, 'end': 24}, {'entity': 'B-ACTION', 'score': 0.8261932, 'index': 11, 'word': '▁#', 'start': 25, 'end': 26}, {'entity': 'B-ACTION', 'score': 0.93512857, 'index': 12, 'word': 'Li', 'start': 26, 'end': 28}, {'entity': 'B-ACTION', 'score': 0.8845385, 'index': 13, 'word': 'chter', 'start': 28, 'end': 33}, {'entity': 'B-ACTION', 'score': 0.9419909, 'index': 14, 'word': 'spa', 'start': 33, 'end': 36}, {'entity': 'B-ACTION', 'score': 0.8968115, 'index': 15, 'word': 'zier', 'start': 36, 'end': 40}, {'entity': 'B-ACTION', 'score': 0.7353845, 'index': 16, 'word': 'gang', 'start': 40, 'end': 44}, {'entity': 'B-LOC', 'score': 0.794367, 'index': 18, 'word': 'C', 'start': 46, 'end': 47}, {'entity': 'B-LOC', 'score': 0.65010333, 'index': 19, 'word': 'UX', 'start': 47, 'end': 49}, {'entity': 'I-LOC', 'score': 0.41621324, 'index': 20, 'word': 'HA', 'start': 49, 'end': 51}, {'entity': 'I-LOC', 'score': 0.36968142, 'index': 22, 'word': '_', 'start': 54, 'end': 55}, {'entity': 'I-LOC', 'score': 0.4161143, 'index': 23, 'word': 'PRO', 'start': 55, 'end': 58}]"
842,302,Demotermine1250288610303822021-12-06 15:06:02,30382,2021-12-06 15:05:59,Daniel und der Bürgermeister - Brackenheim 29. November 2021 — Team Freiheit Brackenheim https://youtu.be/FHZnx2OzkYg 4:09 Raus auf die Straßen @Demotermine! 👉 Übersicht / Overview 👈,"[{'entity': 'B-PER', 'score': 0.9799571, 'index': 1, 'word': '▁Daniel', 'start': 0, 'end': 6}, {'entity': 'B-LOC', 'score': 0.9919636, 'index': 6, 'word': '▁Bra', 'start': 31, 'end': 34}, {'entity': 'B-LOC', 'score': 0.84878385, 'index': 7, 'word': 'cken', 'start': 34, 'end': 38}, {'entity': 'B-LOC', 'score': 0.50553477, 'index': 8, 'word': 'heim', 'start': 38, 'end': 42}, {'entity': 'B-DATE', 'score': 0.9691282, 'index': 9, 'word': '▁29.', 'start': 43, 'end': 46}, {'entity': 'I-DATE', 'score': 0.92371327, 'index': 10, 'word': '▁November', 'start': 47, 'end': 55}, {'entity': 'I-DATE', 'score': 0.91110206, 'index': 11, 'word': '▁2021', 'start': 56, 'end': 60}, {'entity': 'B-ORG', 'score': 0.6907533, 'index': 13, 'word': '▁Team', 'start': 63, 'end': 67}, {'entity': 'I-ORG', 'score': 0.72332156, 'index': 14, 'word': '▁Freiheit', 'start': 68, 'end': 76}, {'entity': 'B-LOC', 'score': 0.9846885, 'index': 15, 'word': '▁Bra', 'start': 77, 'end': 80}, {'entity': 'B-LOC', 'score': 0.73806876, 'index': 16, 'word': 'cken', 'start': 80, 'end': 84}, {'entity': 'I-LOC', 'score': 0.9211695, 'index': 17, 'word': 'heim', 'start': 84, 'end': 88}, {'entity': 'B-TIME', 'score': 0.7936094, 'index': 34, 'word': '▁4', 'start': 118, 'end': 119}, {'entity': 'I-TIME', 'score': 0.39835152, 'index': 35, 'word': ':09', 'start': 119, 'end': 122}]"
