,id,tokens,ner_tags
73,Demotermine1250288610218752021-10-17 06:34:02,"['Halle', 'Markt', 'fuer', 'mehr', 'Flüchtlinge', 'im', 'Paulusviertel', '16', '10', '21', 'Nächste', 'am', '20.10.', '19', 'Uhr', '—', 'Sven', 'Liebich', 'https://youtu.be/K-TbX6PUA6A', '1:00:27', '#ST', '#Mi2010', '#Halle', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'B-LOC', 'B-DATE', 'B-DATE', 'I-DATE', 'O', 'O', 'B-DATE', 'B-TIME', 'I-TIME', 'O', 'B-PER', 'I-PER', 'O', 'B-TIME', 'O', 'B-DATE', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,Demotermine125028861034262020-10-27 22:48:27,"['Reutlingen', '@ElternStehenAuf_RLP', '@BadenWuerttembergInfoChat', '30102020']","['B-LOC', 'O', 'O', 'B-DATE']"
75,Demotermine1250288610183382021-09-18 12:57:16,"['Stuttgart', '-', 'Polizei', 'anwesend', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
76,Demotermine1250288610244792021-11-01 03:07:57,"['Where', 'have', 'the', 'fighting', 'Irish', 'https://www.instagram.com/p/CVp2Wi7ouhb', '/', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', 'Overview', '👈']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
77,Demotermine1250288610122932021-07-10 11:11:43,"['Bad', 'Oldesloe', '@SchleswigHolsteinInfoChat', '12072021', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'I-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
78,Demotermine1250288610193852021-09-26 18:46:25,"['Schau', 'dir', '""', 'Auto', 'Korso', 'Dessau', '25.09.2021(3', ')', 'auf', 'YouTube', 'an', 'https://youtu.be/4VCSrDu1eQc', 'Raus', 'die', 'Straßen', '@Demotermine']","['O', 'O', 'O', 'B-ACTION', 'I-ACTION', 'B-LOC', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
79,Demotermine1250288610141182021-08-11 15:42:22,"['Stuttgart', 'Dobelstrasse', '11.8.2021', 'Schilderaktion', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'B-LOC', 'B-DATE', 'B-ACTION', 'O', 'O', 'O', 'O', 'O']"
80,Demotermine125028861066392021-03-29 11:37:57,"['Rohrbach', 'beim', 'Centro', 'Akademiestraße', '10', '@OesterreichChat', '22022021', '-', '01032021', '08032021', '15032021', '22032021', '29032021', '05042021', 'Bilder', 'und', 'Videos', 'hochladen', '@WiderstandAktiv', 'Termine', 'in', 'Textform', '@Termine_Veranstaltungen', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft', 'Übernachten', '?', '@Unterkuenfte', '@Demotermine', '@DemotermineChat', '@Demoliebe']","['B-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'O', 'B-DATE', 'O', 'B-DATE', 'B-DATE', 'B-DATE', 'B-DATE', 'B-DATE', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,Demotermine1250288610295182021-12-02 12:43:45,"['Wir', 'sind', 'viele', 'und', 'wir', 'werden', 'immer', 'mehr', '!', 'Das', 'örtliche', 'Schmierenblatt', 'hat', 'erstmals', 'berichtet', 'für', 'deren', 'Verhältnisse', 'beinahe', 'neutral', '.', 'Worum', 'es', 'ging', ',', 'gaben', 'sie', 'falsch', 'wieder', 'Mit', 'misslungenen', 'sprachlichen', 'Tricks', 'versuchten', 'diese', 'Nichtskönner', 'uns', 'lächerlich', 'zu', 'machen', 'Hängen', 'bleiben', 'wird', 'bei', 'den', 'Lesern', 'wohl', 'eher', 'das', 'widerwillig', 'gemachte', 'Zugeständnis', ':', '""', 'Absolut', 'friedlich', 'vielleicht', 'auch', 'dass', 'eine', 'freie', 'Presse', 'forderten', 'sehen', 'am', 'nächsten', 'Samstag', 'um', '14:00', 'Uhr', 'in', 'Freiburg', 'https://youtu.be/BQcT_lxAkRo', '#BW', '#Sa0412', '#Freiburg', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'B-TIME', 'I-TIME', 'O', 'B-LOC', 'O', 'B-LOC', 'B-DATE', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,Demotermine1250288610281102021-11-24 13:06:28,"['#Cremona', '#IT', '#Sa2711', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
83,Demotermine125028861092152021-04-17 14:40:15,"['Stuttgart', ',', '17.4.2021', '@BadenWuerttembergInfoChat', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O']"
84,Demotermine1250288610172202021-09-06 03:06:25,"['06.09.', 'TERMINE', 'BUNDESWEIT', '🇩', '🇪', '🇦', '🇹', '🇨', '🇭', 'MONTAG', ',', '06.', 'September', 'Spaziergänge', 'SP', 'Kundgebungen', 'KU', 'Mahnwachen', 'MW', 'Österreich', 'Wien', '🕐', '07.30', '-', '14.00', 'Lessinggasse', '1120', 'Schuldemo', 'Klagenfurt', '18.00', 'Neuer', 'Markt', 'Lichterprotest', 'Rohrbach', 'Centro', 'Pinzgau', '18.15', 'gesamter', '/', 'alle', 'Orte', 'Salzburg', '19.00', 'Residenzplatz', 'Bad', 'Ischl', '20.00', 'Leharkino', 'Schweiz', 'Horn', '16.00', 'Gemeindehaus', 'Tübacher', 'Str.', '11', 'Protest', 'gegen', 'Kinder-Impfbus', 'Luzern', 'Schwanenplatz', 'Kirchberg', 'BE', 'Wangen', 'SZ', 'Altes', 'Schulhaus', 'Bundesrepublik', '◼️', 'Baden-Württemberg:', 'Brackenheim', '18.30', '(', 'keine', 'Angaben', 'zum', 'Treffpunkt', ')', '👉', 'Pforzheim', 'Hilda-Gymnasium,', 'Kiehnlestr', '.', '25', 'jeden', 'Montag', 'Bayern', ':', 'Wertingen', 'Rathaus', 'Nürnberg', 'Jakobsplatz', '+', 'Berlin', 'Keine', 'Termine', 'bekannt', 'Berlin-Infos:', '@AutoKorsoBerlin', '@BerlinInfoChat', '@berlinstehtauf', '@Demotermine', 'Brandenburg', 'a.d', 'Havel', 'Neustädtischer', 'Hessen', 'Langen', 'Bahnstr./Goethestr', 'Mecklenburg-Vorpommern:', 'Wismar', 'Marktplatz', 'Neubrandenburg', 'Teterow', '17.00', 'Greifswald', 'Rostock', 'U', '◽', 'Aufzug', '11.00', 'Klostergarten', 'Auftritt', 'Annalena', 'Baerbock', 'Grüne', 'Niedersachsen', 'Stechbahn', 'Schloß', 'Wilhelmshaven', 'Sachsen', 'Dresden', 'Altmarkt', 'Leipzig', 'Richard-Wagner-Platz', 'Chemnitz', 'Schillerplatz', 'Bautzen', 'Kornmarkt', 'Görlitz', 'Postplatz', 'Zu', 'den', 'übrigen', 'der', '70-80', 'Montagsspaziergänge', 'in', 's.a', '@FreieSachsen', 'Thüringen', 'Greiz', 'Sonneberg', 'Am', 'Stadtparkhüttla', '[', 'MONTAGS-TERMINE', ']', 'Gewähr', 'Darf', 'gerne', 'geteilt', 'werden', 'Wird', 'ggfls', 'ergänzt', '(=', 'Siehe', 'auch', 'und', 'https://demo.terminkalender.top', '@RoyalAllemand']","['B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'I-DATE', 'B-ACTION', 'B-ACTION', 'B-ACTION', 'B-ACTION', 'B-ACTION', 'B-ACTION', 'B-LOC', 'B-LOC', 'O', 'B-TIME', 'I-TIME', 'I-TIME', 'B-LOC', 'B-TIME', 'B-ACTION', 'B-LOC', 'B-TIME', 'B-LOC', 'I-LOC', 'B-ACTION', 'B-LOC', 'B-LOC', 'B-LOC', 'B-TIME', 'O', 'O', 'O', 'O', 'B-LOC', 'B-TIME', 'B-LOC', 'B-LOC', 'I-LOC', 'B-TIME', 'B-LOC', 'B-LOC', 'B-LOC', 'B-TIME', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'B-ACTION', 'I-ACTION', 'I-ACTION', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'I-LOC', 'B-LOC', 'O', 'O', 'B-LOC', 'B-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-ACTION', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'O', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-TIME', 'B-LOC', 'B-LOC', 'O', 'O', 'B-ACTION', 'B-TIME', 'B-LOC', 'O', 'B-PER', 'I-PER', 'B-ORG', 'B-LOC', 'B-LOC', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'B-LOC', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,Demotermine1250288610143312021-08-16 11:46:37,"['SCHWURBEL', 'TV', 'AM', '16.08.2021', '!', '🍌', '‼️HEUTE', 'AB', '18.00', 'UHR', 'AUF', 'DEM', 'SCHLOßPLATZ', 'IN', 'ORANIENBURG‼️', 't.me/bjoernbanane', 'Paypal', ':', 'info@uncle-b.de', 'JETZT', 'BESTELLEN', 'www.bjoern-banane.com', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-ORG', 'I-ORG', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,Demotermine1250288610218932021-10-17 07:21:23,"['Helene', 'Fischers', 'neuer', 'Querdenken', 'Song', '!', '?', '💥', '💃', '🏼', '🕺', '🏻', '🥂', 'Wann', 'stehen', 'wir', 'auf', '🎶', 'Ist', 'sie', 'jetzt', 'im', 'Widerstand', 'https://youtu.be/s0MsCAIbKmw', 'Bleib', 'up', 'to', 'date', 'und', 'abonniere', '👉', '@WendezeitHannover', 'Zur', 'MP3', 'https://t.me/Demotermine/21681', 'Raus', 'die', 'Straßen', '@Demotermine!', 'Übersicht', '/', 'Overview', '👈']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
87,Demotermine1250288610281682021-11-25 11:15:25,"['🇭', '🇪', '🇺', '🇹', '🇱', '🇷', '🇫', '🇳', '#HeuteLeute', '➖', '👉', '#Do2511', '👈', '25112021', 'English', '#Thu2511', 'Tippe', '👆', 'auf', 'den', 'Tag', ',', 'dann', 'die', 'Klammer', 'nach', 'oben', 'unten', 'rechts', '^', '#Tagesübersicht', 'Mittwoch', '25.11.2021', 'Germany', 'only', '#worldwide', 'Terminliste', 'ohne', 'Flyer', 'https://t.me/Demotermine/27882', 'Online-Terminkalender', 'https://t.me/Demotermine/25517', '#Monatsübersicht', 'Bitte', 'nutzt', 'auch', 'unsere', 'Terminsuche', 'es', 'umfassend', 'nur', 'hier', 'gibt', 'Termine', 'suchen', '🔍', 'Einfach', 'Stadt', '/', 'Ort', 'Bundesland-', 'Chatgruppe', 'oder', 'Datum', 'heute', 'in', 'das', 'Suchfeld', 'dieses', 'Kanals', 'eingeben', '.', 'Heute', '20', 'mit', 'sowie', 'Ankündigungsvideos', 'unserer', 'Suche', 'diesem', 'Kanal', 'Termin', 'mitteilen', '📧', '@Terminverteiler_Bot', 'Eigene', 'Bilder', 'und', 'Videos', 'hochladen', 'sichern', 'teilen', '@WiderstandAktiv.', 'Text', 'dazuschreiben', 'Demotermine', '-', 'Die', 'große', 'Plattform', 'welche', 'meisten', '🦠', 'kennt', 'Mit', 'einzigartiger', 'Suchfunktion', '🔎', 'Detailsuche', '🔬', 'Mehr', '@Veranstaltungen', 'Raus', 'Straßen', '@Demotermine!', 'Übersicht', 'Overview']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'B-DATE', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
88,Demotermine1250288610318072021-12-14 22:32:02,"['#Karlsruhe', '#BW', '#Mo2012', '#Mo2712', '#montags', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-LOC', 'B-LOC', 'B-DATE', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
89,Demotermine125028861079252021-03-21 00:42:34,"['Kassel', ',', 'London', 'Paris', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-LOC', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
90,Demotermine125028861032222020-10-18 00:38:37,"['Demo-Aufruf', 'von', 'Querdenken-731', 'Ulm', 'und', 'Querdenken-711', 'Stuttgart', ',', 'u.a.', 'bundesweiter', 'Querdenken', 'Gruppen', 'laut', 'Flyer', ':', '-', 'Gemeinsam', 'Stark', 'GRSSDEMO', 'in', 'Berlin', 'Datum', '25.10.2020', 'Beginn', '12:00', 'Uhr', 'Motto', 'Europa', 'steht', 'auf', '!', 'Aktivitäten', 'siehe', '(', 'Deutsch', 'Englisch', ')', 'wird', 'dieser', 'Meldung', 'beigefügt', 'Danke', 'für', 'Veröffentlichung', '25102020', '@BerlinInfoChat', 'Bilder', 'Videos', 'hochladen', '@WiderstandAktiv', '@Termine_in_Textform', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft', 'Übernachten', '?', '@Unterkuenfte', '@Demotermine', '@DemotermineChat', '@Demoliebe']","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-DATE', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
91,Demotermine1250288610181802021-09-18 02:03:07,"['Ich', 'möchte', 'an', 'dieser', 'Stelle', 'auf', 'diese', 'Veranstaltung', 'hinweisen', ',', 'die', 'mir', 'wiederholt', 'gesponsort', 'bei', 'Facebook', 'angezeigt', 'wurde', '.', 'Die', 'PdL', 'in', 'Halle', '/', 'Sachsen-Anhalt', '(', 'stark', 'antideutsch', 'geprägt', 'dem', 'Kapital', 'und', 'transatlantischen', 'Interessen', 'zu', 'Diensten', ')', 'insbesondere', 'Petra', 'Sitte', 'freuen', 'sich', 'sicherlich', 'Eure', 'zahlreiche', 'Teilnahme', 't.me/SandraGabriel269/3924', 'https://m.youtube.com/watch?v=ly5KmRmVJDU&t=51s', '20092021', '@SachsenAnhaltInfoChat', 'Raus', 'Straßen', '@Demotermine']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O']"
92,Demotermine1250288610208842021-10-09 13:42:35,"['Stuttgart', 'Königstrasse', '9.10.2021', 'ca', '13.55', 'Uhr', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['B-LOC', 'B-LOC', 'B-DATE', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
93,Demotermine125028861034252020-10-27 22:06:05,"['Marbach', 'am', 'Neckar', '02112020', '@querdenken7144', '@demotermine', '@BadenWuerttembergInfoChat']","['B-LOC', 'I-LOC', 'I-LOC', 'B-DATE', 'O', 'O', 'O']"
94,Demotermine1250288610153042021-08-28 13:19:56,"['🔥', 'Antwort', 'auf', 'Antifa-Haufen:', '""', 'Alle', 'zusammen', 'gegen', 'den', 'Faschismus', '!', 'Raus', 'die', 'Straßen', '@Demotermine']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
95,Demotermine1250288610152032021-08-28 11:39:15,"['⚠', '️', 'WICHTIG', 'FÜR', 'ALLE', 'DEMOKRATEN', 'Es', 'scheint', ',', 'als', 'würde', 'die', 'Polizei', 'den', 'Zugang', 'zur', 'angemeldeten', 'Versammlung', 'im', 'Mauermark', 'abriegeln', '.', '🤬', 'Die', 'Demonstranten', 'scheinen', 'daher', 'jetzt', 'Richtung', 'Westen', 'U-Bahnstation', 'Naturkundemuseum', 'zu', 'gehen‼️', '#WirWerdenALLEdaSein', '#b2808', 'Raus', 'auf', 'Straßen', '@Demotermine']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ACTION', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
96,Demotermine1250288610185362021-09-18 21:59:45,"['Demo', 'in', 'Brüssel', 'am', '11.09.2021', '—', 'Weiterdenken-Marburg', 'WDMR', 'https://youtu.be/Ep7ri6i7qkc', '0:45', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-ACTION', 'O', 'B-LOC', 'O', 'B-DATE', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
97,Demotermine1250288610196362021-09-27 20:25:44,"['Dagmersellen', 'Impftruck', '#CH', '#Mi2909', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-LOC', 'O', 'B-LOC', 'B-DATE', 'O', 'O', 'O', 'O', 'O']"
98,Demotermine1250288610183052021-09-18 12:18:29,"['Stuttgart', '-', 'Zug', 'in', 'Bewegung', '@Remstalrebell', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-LOC', 'O', 'B-ACTION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
99,Demotermine125028861040982020-11-23 01:06:40,"['Balingen', 'vor', 'der', 'Stadtkirche', 'Weitere', 'Infos', 'https://t.me/Demotermine/4099', '@BadenWuerttembergInfoChat', '23112020', '@Demotermine']","['B-LOC', 'I-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'B-DATE', 'O']"
100,Demotermine125028861061992021-02-11 02:24:20,"['📆', 'WIR', 'STEHEN', 'AUF-', 'Coronamaßnahmen', 'beenden', '👉', '🏻', 'mehr', 'Infos', 'dazu', '#Termin', '#QuerDenken!', 'Telegram-Links', 'https://t.me/Demotermine/6137', 'Bilder', 'und', 'Videos', 'hochladen', '@WiderstandAktiv', '-', 'Termine', 'in', 'Textform', '@Termine_Veranstaltungen', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft', 'Übernachten', '?', '@Unterkuenfte', '@Demotermine', '@DemotermineChat', '@Demoliebe']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
101,Demotermine1250288610137612021-08-04 14:25:20,"['🇭', '🇪', '🇺', '🇹', '🇦', '🇲', '🇸', '🇷', 'https://t.me/Demotermine/13746', 'Heute', '6', 'Termin-Einträge', 'mit', 'der', 'Datumssuche', 'Mehr', 'Termine', '?', '@Veranstaltungen', 'und', '@Stammtische', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
102,Demotermine1250288610315382021-12-13 08:08:03,"['Spaziergänge', '#Bayern', '#BY', '#Wochenplan', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!']","['B-ACTION', 'B-LOC', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
103,Demotermine1250288610224332021-10-20 05:50:46,"['Heute', 'den', '20.10.', 'zünden', 'wir', 'ein', 'Licht', 'an', 'am', 'Silvius', 'Magnago', 'Platz', '🕯', '201', 'Lichter', 'könnten', 'leuchten', '🌞', '💫', '🌕', '🔥', 'für', 'Weltfrieden', ',', 'die', 'Solidarität', 'Wertschätzung', 'mich', 'dich', 'unseren', 'Nächsten', 'Liebe', 'uns', 'Erdenbewohner', '20.10.2021', '200', 'Menschen', 'dürfen', 'kommen', '!', '‼️Offiziell', 'ist', 'Anfrage', 'bei', 'der', 'Questur', 'gemeldet', 'in', 'Zeit', 'von', '8:15', '-', '9:30Uhr‼️', 'Freue', 'auf', 'viele', '💡', '🌈', '☮', '️', '✡', '☯', '❤', '️\u200d', '#IT', '#Mi2010', '#Bozen', 'Raus', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-TIME', 'I-TIME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'B-DATE', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
104,Demotermine125028861074472021-03-10 19:40:28,"['MP3-Werbung,', 'damit', 'auch', 'unbeteiligte', 'Zuhörer', 'euren', 'Versammlungstermin', 'online', 'finden', 'können', 'Termin', 'mitteilen', '@Terminverteiler_Bot', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
105,Demotermine1250288610299132021-12-04 08:16:59,"['🦋', '4.', 'Abo', 'Spezial', 'Danke', 'an', 'alle', 'Krieger', 'da', 'draußen', '.', '🙏', 'https://t.me/SoulmatesFg', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine!', '👉', 'Übersicht', '/', 'Overview', '👈']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
106,Demotermine125028861025342020-08-24 11:40:51,"['berlin', '29.08.2020', '11:00', 'brandenburger', 'tor', '@BerlinInfoChat', 'Bilder', 'und', 'Videos', 'hochladen', '@WiderstandAktiv', '-', 'Termine', 'in', 'Textform', '👉', '@Hier', 'mitteilen', 'Fahren', 'oder', 'Mitfahren', '@Fahrgemeinschaft', 'Übernachten', '?', '@Unterkuenfte', '@Demotermine']","['B-LOC', 'B-DATE', 'B-TIME', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
107,Demotermine1250288610161012021-08-29 12:20:19,"['Protestzug', 'gegen', 'den', '""', 'Corona-Wahnsinn', 'der', 'dt', '.', 'Bundesregierung', 'Raus', 'auf', 'die', 'Straßen', '@Demotermine']","['B-ACTION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
108,Demotermine125028861083322021-03-28 16:38:38,"['CoviZEI', 'in', 'Sinsheim', ',', '28.3.2021', 'Wir', 'wurden', 'eingekesselt', 'und', '2', '1', '/', 'Stunden', 'daran', 'gehindert', 'unser', 'Demo-Recht', 'wahr', 'zu', 'nehmen', '.', 'Ca', '100', 'Leute', '60', 'Polizisten', '🙈', 'Beweise', 'sichern', '@DemotermineChat', '@BadenWuerttembergInfoChat', 'Raus', 'auf', 'die', 'Straße', '@Demotermine!']","['B-ORG', 'O', 'B-LOC', 'O', 'B-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
